grant_id,ies_title,program_name,program_topic,topic_area,ies_purpose
R324A200140,Examining the Efficacy of a Fraction Sense Intervention Grounded in Principles From the Science of Learning,Special Education Research Grants,Cognition and Student Learning in Special Education,STEM,"The purpose of this project is to examine the efficacy of the fraction sense intervention (FSI), developed with funding from an IES grant, on student mathematics performance to understand mediators and moderators of the effects on student outcomes. Competence with fractions is crucial for success in math as well as for many careers and vocations. Students who leave 6th grade without fundamental understandings of fractions may experience cascading difficulties that lead to lifelong avoidance of math. At the same time, there is a great need for validated interventions in this age group to help circumvent a cycle of failure. This project seeks to address this need."
R324A200176,The Role of Algebraic Reasoning Within Additive and Multiplicative Multi-Step Problem Solving for Students With Mathematics Difficulty (Project RAAMPS),Special Education Research Grants,"Science, Technology, Engineering, and Mathematics",STEM,"The purpose of this initial efficacy study is to assess whether algebraic reasoning instruction, conducted within the context of word-problem intervention, leads to increases word-problem performance on one- and multi-step word problems. Research indicates students with mathematics difficulty (MD) demonstrate lower performance on setting up and solving word problems compared to peers without MD. The use of schemas has been shown to be an effective method of word-problem instruction for students with MD. Schemas represents the underlying structure of a word problem. With schema instruction, students can use mathematical equations (e.g., 45 – ? = 12) to represent the word problem and then use algebraic reasoning to solve the word problem. This study will show whether a word-problem intervention with embedded algebraic reasoning (RAAMPS) or a word-problem intervention without embedded algebraic reasoning (AMPS-without-AR) is more effective than business-as-usual instruction."
R305A080253,The Chicago Social and Character Development Trial: Extension to Grade 8,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Significant numbers of students, particularly those living in large, under-resourced, urban areas, arrive in school lacking the necessary social skills and character development needed to succeed academically. Positive Action responds to a national need that schools address a range of student social and behavioral outcomes, including social skills, character development, and antisocial behavior, in ways that promote improved achievement. Previous data, during which students were followed up to grade 5, show effects of Positive Action for a wide range of outcomes. This project provides follow-up evaluation of Positive Action through grade 8 to determine its effects on social and academic outcomes during the middle grades and after six years of implementation."
R305A080326,A Randomized Controlled Trial of the Combination of Two Preventive Interventions,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The Good Behavior Game (GBG) and Promoting Alternative Thinking Strategies (PATHS) are two universal, elementary school preventive interventions that have been shown in large scale, randomized controlled trials to have an immediate and beneficial impact on aggressive/disruptive and off-task behavior. Aggressive/disruptive and off-task behaviors in elementary school are strong indicators of chronically poor academic achievement and later, more serious antisocial behavior. Nonetheless, the effects of the GBG and PATHS on early aggressive/disruptive and off-task behavior have proven modest. The purpose of this project is to examine whether combining these interventions will yield a significantly greater impact on aggressive/disruptive and off-task behavior than the GBG or PATHS alone."
R305A080512,Testing the Efficacy of INSIGHTS in Enhancing the Academic Learning Context,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The primary purpose of this group randomized trial was to test the efficacy of INSIGHTS into Children's Temperament, compared to a read aloud program, in enhancing the academic learning context of kindergarten and first grade inner-city classrooms. INISGHTS is designed to help teachers, parents, and children understand temperament-based individual differences in order to enhance classroom learning. Teachers and parents are taught strategies that match a child's temperament and enhance self-regulation, and children work with puppets to understand how other children and adults might react differently to similar situations. The intervention is hypothesized to enhance classroom climate, teacher and parent efficacy, and parent involvement in school, which in turn should decrease students' aggressive behaviors and increase their engagement, attention, and relationship quality with the teacher, all leading to improved performance in school."
R305A090100,An Efficacy Study of Two Computer-Based Attention Training Systems in Schools,Education Research Grants,Cognition and Student Learning,Soc/Beh,"Clinically significant attention problems in children can present a considerable obstacle to learning in school. Because of concerns over medication, many parents and school systems are increasingly turning to alternative forms of treatment for Attention-Deficit/Hyperactivity Disorder (ADHD), including computer-based attention training systems. The aim of this project is to evaluate the efficacy of two computer-based attention training systems in schools. One program uses EEG biofeedback to train children with ADHD to focus on a task, and the other uses a standard computer format for cognitive retraining. Both systems have received increasing attention from parents, school administrators, and the general public. This research study, which focuses on the efficacy and adaptation of computer-based attention training systems for use in schools, is of direct relevance to educators and to families of children with ADHD."
R305A090361,Effects of Classroom Management Training on Early Learning Skills,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Considerable evidence suggests that teacher classroom management practices play a large role in determining the amount of time students engage in academic tasks, but there has been little experimental research on the direct benefits of classroom management training for academic achievement. The Incredible Years teacher training program (IYT) has been shown to be effective in improving classroom management practices in early elementary school and in enhancing children's social competence, emotion regulation skills, and behavior. However, academic outcomes of this program have not been examined. In this efficacy study, the research team will examine the effects of IYT on the academic performance of students in kindergarten through second grade and determine the extent to which classroom behavior mediates the relationship between teacher classroom management skills and students' academic performance in the classroom."
R305A090438,"The Social Skills Improvement System Classwide Intervention Program: Social, Behavioral, and Academic Outcomes in Elementary School",Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Helping children to get along with others, care about themselves, and actively participate in learning are critical to success in school. The Social Skills Improvement System (SSIS) is a comprehensive program to improve social skills and reduce problem behaviors from preschool to early adolescence. The Classwide Intervention Program (SSIS-CIP) is the universal component of this program. It was developed to help students learn the 10 social skills that teachers have identified as most critical to academic success (Elliot and Gresham, 2007). In this study, the research team will evaluate the effects of the SSIS-CIP program on students' social skills, behaviors, and academic achievement in the lower elementary grades."
R305A090446,Professional Development to Support and Sustain a Classroom Behavior Management Strategy,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The Good Behavior Game (GBG), a fully developed classroom behavior management strategy, is one of the few preventive interventions targeting aggressive/disruptive behavior that has shown both short-term and long-term improvements for classroom behavior in randomized field trials. In this study, the research team addresses a fundamental challenge in moving research to practice, the need to understand the level of professional development required for teachers to implement and sustain new program practices so that benefits are seen both for their current students and for students they teach in subsequent years."
R305A100058,Tools of the Mind: Promoting Self-Regulation and Academic Ability in Kindergarten,Education Research Grants,Cognition and Student Learning,Soc/Beh,"Appreciable numbers of children are entering school without the necessary self-regulation needed to support learning and academic achievement in the early grades of schooling. The purpose of this project is to experimentally evaluate the efficacy of an early childhood curriculum, Tools of the Mind, in improving the self-regulation abilities, academic achievement, and social-emotional development of young children. The goal is to determine if the Tools of Mind curriculum leads to improved academic achievement relative to current practices and, moreover, to determine if this improvement can be accounted for (or mediated by) changes in students' executive functions, self-regulation, and social-emotional development. Unlike other self-regulation development programs, Tools of the Mind integrates activities intended to promote self-regulation with instructional activities intended to develop skills in literacy, mathematics, and social competence."
R305A100342,Evaluation of a Video-Based Modeling Program to Promote Effective Teacher Classroom Management Practices,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Although much is known about effective classroom management strategies, many teachers are not adequately trained to deal with behavior problems in the classroom. The Incredible Years teacher training (IY TT) program is an innovative video-based modeling program that incorporates active learning of classroom management skills. In this efficacy study, the research team will examine the effects of IY TT on the academic performance of students in kindergarten through third grade and determine the extent to which classroom behavior mediates the relationship between teacher classroom management skills and students' academic performance in the classroom."
R305A100367,"Increasing Adolescent Engagement, Motivation, and Achievement: Efficacy of a Web-Based, Teacher Professional Development Model",Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"By the time adolescents enter high school, more than half report that they do not take school or their studies seriously. Many adolescents also report that their interactions with teachers are not satisfying or motivating, suggesting that teachers may be uniquely positioned to promote student engagement in school. Because disengagement and lack of motivation are often expressed through disruptive and uncooperative classroom behavior, their negative effects on learning are compounded by missed instructional time due to office discipline referrals and in-school suspensions. My Teaching Partner (MTP) is designed to change the quality of teacher-student interactions in ways that enhance student engagement, reduce problematic behaviors, and increase student achievement. At the secondary level, MTP provides on-going, personalized coaching and feedback to support teachers' appropriate responses to adolescents' unique developmental needs. In this efficacy study, the research team will examine the effects of MTP on the academic performance of students in high school and determine the extent to which improved teacher-student interaction increases student behavioral and achievement outcomes via their impact on student engagement and motivation."
R305A100596,Academic Achievement Outcomes from a Pre-K Family and School Intervention,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Ethnic minority students from schools in disadvantaged, urban neighborhoods are at high risk for problems in school including grade retention, academic underachievement, and school dropout. Prospective longitudinal studies indicate that behavior problems in early childhood, especially physical aggression, predict poor academic achievement. This suggests that prevention of aggression in early childhood may lead to higher academic attainment, yet experimental studies addressing this important education issue are lacking. In this project, researchers will conduct an efficacy follow-up study that considers whether a social/behavioral parent and teacher intervention delivered in pre-kindergarten, ParentCorps/TeacherCorps (PC/TC), leads to sustained improvements in behavior and academic achievement in second and third grade among children at high risk for school problems."
R305A110252,Assessing the Efficacy of Check & Connect for Improving Outcomes for At-Risk High School Students,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Because the dropout problem has persisted in the United States over the previous decades, much work has focused on the development and implementation of dropout prevention programs in and outside of school. A review of the research on these programs suggests that some, but not many, dropout prevention programs have positive effects on school persistence and completion. Check & Connect is a dropout prevention program with demonstrated effectiveness for students with disabilities. The research team will carry out an efficacy trial testing the effect of Check & Connect for general education students (i.e., students who do not receive special education services) who show signs that they are at-risk for dropping out of high school. This 4-year study has two specific aims: (1) to generate rigorous evidence about the effects of Check & Connect on engagement, school completion, and academic outcomes of general education students who meet specific criteria for dropout risk; and (2) to document the implementation of Check & Connect with at-risk high school students."
R305A110397,Longitudinal Follow-up of Successful Parent/Child Intervention in Pre-school Children At Risk for School Failure,Education Research Grants,Cognition and Student Learning,Soc/Beh,"Children in poverty are at risk for school failure, which leads to negative long-term consequences both for them and for society. There is a strong need for evidence-based educational programs to ameliorate socioeconomic status disparities in academic achievement. Researchers have developed an intervention, Parents and Children Making Connections-Attention (PCMC-A), based on research on the development and neuroplasticity of attention as well as parenting and family dynamics. Research has shown that PCMC-A improves family dynamics, child cognition, and brain function and that these gains last at least 18 months. In this project, researchers propose a longitudinal follow-up of effects of participating in the intervention during preschool over the next 3 years to determine whether gains persist from preschool to early elementary school."
R305A110398,Training Attention in At-risk Preschoolers: Expansion of our Successful Program to a Wider Population within Head Start,Education Research Grants,Cognition and Student Learning,Soc/Beh,"Children from low socioeconomic backgrounds often begin formal schooling at greater risk for negative social and academic outcomes. In recent years, researchers have identified children's early development of attention skills as an important indicator of later school success. For example, recent research has shown that attention skills such as working memory and selective attention are related to children's language and literacy skills. This research team developed an evidence-based intervention, Parents and Children Making-Connections-Attention (PCMC-A), under a previous IES grant award. The intervention led to improvements in children's early literacy skills, receptive language abilities, and nonverbal intelligence. Although the researchers reported significant findings, the original study population did not include Latino families. There is a need for the development and evaluation of intervention models that are designed to address the attention skills of children from Spanish speaking families, a growing segment of the preschool population. The purpose of the current study is to: (1) adapt and implement the intervention with a sample of Latino families, and (2) replicate the efficacy of the intervention with this sample. Adapting the intervention for Latino families and testing its efficacy in this large and growing segment of the population who are at high risk for school failure is a next step before scaling up the intervention to reach additional Head Start programs and, ultimately, all at-risk preschoolers."
R305A110703,Efficacy of the WINGS After-School Social and Emotional Learning (SEL) Program,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The goal of this project is to evaluate the efficacy of the WINGS for Kids (WINGS) after-school social and emotional learning (SEL) program. WINGS is a fully developed and highly structured after-school SEL program that has been serving children who experience extraordinarily high levels of social and economic risks for the past 10 years. The program currently operates in four elementary schools, serves 24 children in each grade (K to 5) at each school, is offered for 3 hours per day and 5 days a week during the academic year, achieves daily attendance rates of 95 percent per day, and retains 95 percent of participants from year to year. Non-experimental and case studies have found evidence of the program's promise in improving children's social skills and academic outcomes, but experimental evidence of efficacy has not yet been gathered."
R305A120810,A Randomized Controlled Trial of Student Success Skills: A Program to Improve Academic Achievement for All Students,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The Student Success Skills (SSS) program was developed to teach students fundamental learning, social, and self-management skills that have been demonstrated to support improved academic achievement. SSS is based on a strong body of theoretical and empirical research and uses developmentally appropriate student lessons, activities, and teaching strategies. The program has been widely used in elementary, middle, and high schools across the country for the past 7 years. Four previous studies have supported the efficacy of the SSS program in impacting academic outcomes for students who participate in the whole-class and small group components of the intervention. This project will evaluate Student Success Skills (SSS) implemented as a whole-class intervention only in 5th grade, to determine effects on social, behavioral and academic outcomes for students who participate."
R305A120812,Supporting Early Adolescent Learning and Social Success - Project SEALS,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"As students begin middle school they are vulnerable to a range of academic, behavioral, and social problems that may negatively impact their school adjustment. Many adolescents experience difficulties during this time due to a poor fit between their developmental needs and the demands of the school environment. Children develop as an integrated whole suggesting that difficulties in one domain (e.g., academic, behavioral, social) may have consequences for functioning in other domains. The Supporting Early Adolescent Learning and Social Success (SEALS) model uses these concepts to address the unique needs of young adolescents during the transition to middle school. The SEALS program consists of professional development to prepare sixth-grade teachers to provide a social and instructional context that supports all students, including those who are at increased risk for school adjustment problems. Pilot randomized control trials and a cluster randomized trial have been conducted with SEALS in rural schools in nine states, and results suggest that SEALS effectively supports early adolescents during this period of vulnerability. In these studies, SEALS was found to increase teachers' understanding of social dynamics and their efficacy for working with at-risk students, promote a positive classroom context and at-risk students' affiliations with productive peers, increase students' sense of bonding and belonging in school, reduce students' feelings of emotional risk for academic effort and risk of being bullied, and increase at-risk students' grades and performance on standardized achievement tests. In this replication study, the SEALS program will be evaluated in urban schools to determine whether similar positive results are found for students transitioning to middle school in urban environments."
R305A130011,Efficacy of an Organizational Skills Intervention for Middle School Students with ADHD,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The purpose of this efficacy study was to test whether the Homework, Organization, and Planning Skills (HOPS) intervention, refined for use in school settings with funding from an IES Development and Innovation award, can help middle school students with Attention Deficit/Hyperactivity Disorder (ADHD) deal with the organization, time management, and planning (OTMP) challenges of school."
R305A130107,Professional Development to Support New Teachers' Use of Effective Classroom Management Techniques,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Teacher classroom management plays a critical role in academic success for students. The purpose of this efficacy study is to test whether the combination of two established and efficacious teacher training programs-the Good Behavior Game (GBG) and My Teaching Partner (MTP)-will improve new teachers' classroom management practices, leading to improved behavior, motivation, and academic achievement for their students. Combined, the two teacher training programs address three important elements of classroom management: (1) the quality of student-teacher interactions; (2) classroom organization and rules and norms to promote learning; and (3) a group contingency approach to behavior management that promotes on-task behavior. This study focuses on training new teachers, a group that typically has not received direct training in classroom management, often resulting in frustration and increased likelihood of dropping out of the teaching profession."
R305A130143,Evaluation of a Classroom Management Training Program for Middle School Teachers,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"In this efficacy study, researchers tested whether CHAMPS (Conversation, Help, Activity, Movement, Participation, Success), a program for promoting classroom management skills in middle school teachers, improves student engagement, behavior, and academic achievement. A secondary aim was to explore factors such as teacher burnout and school climate that may influence teachers' implementation of CHAMPS practices. Although CHAMPS was developed decades ago and has been implemented in dozens of states with thousands of teachers, its effects on teacher and student outcomes have never been independently evaluated in a controlled trial."
R305A140070,Testing the Efficacy of a Developmentally Informed Coping Power Program in Middle Schools,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"A substantial body of research has documented that disruptive behavior problems often co-occur with poor academic functioning and low school connectedness. Other behavioral challenges, such as bullying and aggressive behavior, also cause school disruptions and are associated with both short- and long-term academic difficulties as well as mental health concerns. These issues are particularly significant during the middle school years, when rates of school violence and disruption increase and student engagement and parental involvement in school based programming decline. One school-based program to address aggressive behavior problems among children is called Coping Power. This multi-component program includes clinician-facilitated group sessions for youth, separate group sessions for parents, and support to teachers. Though found to be effective with students in the upper elementary grades, and thus included on several federal and state lists of evidence-based programs (e.g., What Works Clearinghouse, Blueprints Promising Program, Office of Juvenile Justice and Delinquency Prevention Exemplary Program, Promising Practices Network Screened Program, SAMHSA's National Registry of Evidence-based Programs and Practices Legacy Program, Helping America's Youth Registry Level 1), Coping Power had not been tested with older youth in middle school. The purpose of this study is to test the impact of a developmentally adapted Coping Power Program, the Early Adolescent Coping Power (EACP) Program, on academic performance and aggressive behavior problems in middle school."
R305A140189,Testing the Efficacy of an Ecological Approach to Family Intervention and Treatment During Early Elementary School to Prevent Problem Behavior and Improve Academic Outcomes,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The transition to elementary school is a critical time for the development of key skills that are necessary for school success, including sustained attention, self-regulation, initiating and sustaining successful peer relationships, and academic competence. Unfortunately for many children at risk for learning and behavior problems, this transition can be difficult and may lead to early academic problems, which in turn can lead to more severe forms of problem behavior and learning difficulties later in school. On the other hand, parent support at home is associated with school readiness indicators that predict successful adaptation to the school context. The Family Check-Up (FCU) intervention, a three-tiered system of intervention, is designed to leverage the role of parent support in adaptation to school by increasing parenting skills and academic success and decreasing behavior problems. FCU has been successful in early childhood and adolescence, but no studies have examined the critical transition period of entry to kindergarten. The purpose of this study was to conduct the first randomized trial of FCU during the transition into elementary school and examine the impact on behavioral and academic outcomes for students at risk for learning and behavior problems."
R305A140253,Student Outcomes of Integrative Mental Health Services,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"There is a growing need for school-based interventions to address the behavioral and academic challenges of the growing number of students who experience mental health problems. Although many evidence-based mental health interventions are being implemented in schools, they tend to address a single mental health disorder (e.g., anxiety) and do not adequately address the complex, multiple problems facing many children in schools. One evidence-based intervention, ChildSTEPS, is a flexible, integrative, modular approach to psychotherapy that provides school clinicians with an approach that integrates multiple evidence-based practices for multiple child problems. Prior research indicated ChildSTEPS was more effective than usual treatment for improving mental health outcomes. The purpose of this study is to further explore the efficacy of ChildSTEPS by assessing its impact on mental health and academic outcomes."
R305A140298,Efficacy Follow-up of ParentCorps: Long-term Impact of Early Childhood Family-Focused Intervention on Academic Achievement,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The well-documented achievement gap for low-income, minority children is already present in kindergarten, with students who do not perform at grade level early on unlikely to catch up. ParentCorps is a family-focused, school-based intervention that aims to buffer the adverse effects of poverty on child development by engaging and supporting parents and teachers at school entry. An IES-funded cluster randomized controlled trial (RCT) compared schools randomly assigned to implement ParentCorps to those randomly assigned to implement education-as-usual, and evaluated pre-kindergarten and kindergarten outcomes in Black and Latino low-income students (enrolled in cohorts across four school years). In kindergarten, there was a significant impact on achievement test scores in reading and math, academic performance ratings, parent involvement in education, conduct problems and physical health. Preliminary findings from IES and NIH follow-up studies indicate maintenance of effects through second grade. In both kindergarten and second grade, impacts on achievement were more pronounced among students in later RCT study cohorts, suggesting cumulative benefits from multiple years of implementation in the schools. The purpose of this study is to evaluate the long-term impact of the prekindergarten/kindergarten intervention on academic achievement in upper elementary school and at the transition to middle school."
R305A140356,Multisite Study of School-Based Treatment Approaches for Adolescents with ADHD,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Attention-deficit hyperactivity disorder (ADHD) is a prevalent and chronic mental health disorder associated with significant adverse outcomes at school. Empirically supported treatments for students with ADHD consist of medication, behavioral interventions, and the combination of the two. Most of the treatments developed for students with ADHD focus on elementary age students, but adolescents with ADHD are at increased risk for school suspensions, academic failure, classroom behavior problems, homework completion difficulties, and school dropout. Aside from medication treatment, there are no empirically supported interventions for older adolescents. The purpose of this study is to test the efficacy of a school-based treatment program for adolescents with ADHD, the Building Futures Program (BFP), which targets academic achievement, social functioning, and family relations with the primary goal of improving behavior and academic success. Preliminary research shows that BFP is effective in enhancing classroom functioning, reducing family conflict, and improving inattention. This study will evaluate the efficacy of BFP with high school students diagnosed with ADHD, identify variables that moderate and mediate treatment response, and identify characteristics of staff and schools necessary to successfully implement BFP within authentic school settings."
R305A140493,Consistency Management & Cooperative Discipline (CMCD): An Efficacy Trial with Students in Third and Fourth Grade Urban Schools,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The purpose of this study was to test the efficacy of the Consistency Management & Cooperative Discipline (CMCD) teacher professional development and coaching program for improving student behavior and academic achievement in third and fourth grade. The management of classrooms impacts how all teachers - from neophytes to veterans - teach and engage their learners. CMCD is a widely used classroom management program based on sharing responsibility for learning and classroom organization. This shared responsibility by teachers and students is intended to increase teachers' capacity to manage classroom behavior, teach effectively, and spend more time on instruction, which in turn should decrease student office discipline referrals and increase student learning. In a quasi-experimental study, CMCD improved reading and math achievement for upper elementary students over a two-year period."
R305A140559,Testing the Integration of an Empirically-supported Teacher Consultation Model and a Social-emotional Learning and Literacy Intervention in Urban Elementary Schools,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"4 Years (9/1/2014-8/31/2018)

In recent years, efforts to improve student academic outcomes have expanded to incorporate a focus on children's social and emotional well-being and competencies as a path to success in school. The 4Rs+MTP program represents the systematic integration of two distinct programs, Reading Writing, Respect and Resolution (4Rs) and MyTeachingPartner (MTP), that was supported by an IES Goal 2 Development and Innovation award. The 4Rs+MTP program supports teachers in their implementation of the 4Rs curriculum by using ongoing, video-based feedback from trained staff developers guided by systematic and focused observations of classroom interactions using the Classroom Assessment Scoring System to support student learning. The purpose of this study is to rigorously test whether and which kinds of teachers, classrooms and students benefit from 4Rs+MTP, and explore the mechanisms by which those benefits occur. The year-long program is expected to improve teachers' psychological processes and well-being – as well as classroom interactions – which in turn are expected to impact students' social and emotional competencies and literacy and academic skills."
R305A140692,Improving Classroom Learning Environments by Cultivating Awareness and Resilience in Education (CARE): A Cluster Randomized Controlled Efficacy Trial,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"This study was a test of the Cultivating Awareness and Resilience in Education (CARE) professional development program that was developed with funding from a previous IES Development award. CARE is designed to enhance teachers' capacity to provide a supportive and engaging context for social-emotional and academic learning. CARE provides emotion skills instruction, mindfulness/stress reduction practices, and caring and listening practices through group sessions and distance coaching. The purpose of this instruction is to enhance teachers' social and emotional competence, teaching efficacy, and mindfulness, resulting in better organized classrooms that provide both instructional and emotional support to students."
R305A150046,"Evaluation of We Have Skills, A Multimedia Classroom Level Social Skills Program for Elementary Students",Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The purpose of this study is to test whether the We Have Skills! (WHS) program (developed at IRIS Media through support of an IES development grant) can help young students learn social skills and behaviors to support success in school. Early elementary school is an ideal time to teach children these social skills and behaviors, yet few teachers feel prepared to do so, lacking both time and resources to support their students adequately. The WHS program teaches students seven social and academic behaviors identified by teachers as important to achievement in early elementary school. The curriculum is designed as a universal (Tier 1) prevention strategy, explicitly teaching the skills to all students, and offers more intensive (Tier 2) supports for those students with more challenging behaviors."
R305A150142,Efficacy of a Growth Mindset Intervention to Increase Student Success,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The purpose of this project was to test whether the Brainology® Growth Mindset Induction Curriculum for Students can foster a growth mindset in adolescent students. Brainology is a commercially available blended curriculum informed by Cognition and Student Learning research exploring beliefs about intelligence and their influence on attention and information processing during the learning process as well as with support from a 2010 IES SBIR FastTrack Award. Although adolescents often disengage from school as coursework becomes more challenging, the development of a growth mindset—the idea that intellectual ability can grow through learning and effort—holds great promise for keeping middle school students engaged and motivated in school."
R305A150169,Educational Outcomes of the Incredible Years Small Group Program for Early Elementary Students with Self-Regulation Difficulties,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"Researchers evaluated the efficacy of a small group social-emotional and behavioral intervention, the Incredible Years Dina Dinosaur Treatment Program (IY-Dina), for helping early elementary school students with social-emotional and behavioral difficulties. Many children with these difficulties do not respond adequately to universal interventions. As a result, they are at risk for discipline referrals, academic underachievement, and conflict with peers and teachers that interferes with learning for themselves and other students. The research team examined the following specific research questions: 1) How efficacious is IY Dina for early elementary students with self-regulation difficulties? 2) Are there follow up effects during the next school year? 3) Does program efficacy vary by student characteristics including challenging behavior, gender, and parent education? and 4) How is implementation fidelity related to student outcomes?"
R305A150221,Testing the Efficacy of Double Check: A Cultural Proficiency Professional Development Model in Middle Schools,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"In this study, researchers tested whether Double Check, a teacher professional development program designed to promote cultural proficiency and student engagement practices, can improve student academic and behavioral outcomes in middle school. Double Check was developed with IES funding (Double Check: A Cultural Proficiency and Student Engagement Model) as a potential way to reduce the disproportionate representation of minority students in disciplinary actions and special education referrals. Double Check provides school-wide training and individualized coaching using the Classroom Check-Up to teachers within a school-wide positive behavioral interventions and supports (SW-PBIS) framework. The Double Check model helps to integrate culturally responsive practices into middle schools as a way to strengthen student engagement in school and help teachers see student behavior through a different lens. These changes could help reduce unwarranted disciplinary actions and special education referrals."
R305A150438,Efficacy of RENEW for High School Students with Emotional and Behavioral Challenges,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"This study tests whether the RENEW (Rehabilitation, Empowerment, Natural supports, Education and Work) program can improve academic performance for the estimated 5-10% of high school students at risk for school failure due to emotional and behavioral challenges (EBC). Students with EBC have one of the highest dropout rates (nearly 45 percent), yet they rarely receive the individualized supports needed to help them succeed and graduate from high school. RENEW promotes student engagement, self-determination, and social support as protective factors hypothesized to support the unique needs of students with EBC to keep them connected with school and on a path to high school graduation."
R305A150488,Intervening with Children Experiencing Serious Peer Difficulties: The Friendship Connections Program,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"In this study, researchers tested whether an intensive, individualized social skills training program, the Friendship Connections Program (FCP), can remediate the serious and chronic peer difficulties that 10-15 percent of elementary school students experience. Most of these students have or are at risk for emotional or behavioral disorders and exhibit social skill deficits (e.g., poor communication skills, inability to resolve conflict) that alienate peers. These problems can escalate, leading to social exclusion, victimization, social distress, and disengagement from school. FCP acknowledges the heterogeneity of the social skill deficits these children experience and uses a tailored process to identify the unique needs of each child and provide the optimal social skills training to support positive peer relationships in school."
R305A150517,Evaluation of a Self-Monitoring Training Program for Elementary School Students,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"In this study, the research team will test whether the Self-Monitoring Training and Regulation Strategy (STARS) intervention can improve behavior, social emotional learning skills, and academic performance for fifth grade students who engage in disruptive or otherwise challenging classroom behaviors. Up to 20% of elementary school students engage in behavior that is disruptive to learning for themselves and their classmates. STARS is a Tier 2 targeted intervention for students who need extra support to engage in positive classroom behaviors. School-based counselors or psychologists serve as STARS facilitators who work with these students to create personally-designed behavior plans in collaboration with the student's teacher. STARS facilitators provide students with direct instruction in social emotional learning skills and opportunities to practice these skills, receive feedback, and monitor their own performance."
R305A160082,RAP Club: Improving Mental Health and School Performance in Urban Eighth Graders,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"In this project, researchers evaluated the impact of RAP Club, a trauma-informed universal prevention program intended to improve skills for coping with stress among eighth grade students from under-resourced urban communities. Research has shown that chronic stress and trauma exposure negatively impact self-regulation (i.e., executive functioning, emotion regulation) and effective stress response, increasing the risk for emotional and behavioral problems and academic difficulties. However, few evidence-based programs address the mental health of vulnerable upper middle school students to promote a positive transition into high school."
R305A160111,Efficacy of a Brief Intervention Strategy for School Mental Health Clinicians,Education Research Grants,"Social, Emotional, and Behavioral Context for Teaching and Learning",Soc/Beh,"The purpose of this study was to evaluate the efficacy of a four-session engagement, assessment, triage, and brief intervention strategy for high school students seeking or referred to school mental health (SMH) services. Findings from an IES development and innovation project (R305A120128) with a sample of 66 students showed that the Brief Intervention Strategy for School Clinicians (BRISC) promoted positive effects on a variety of outcomes, including mental health impairment, emotional symptoms, and coping skills. This study aimed to expand this research by examining effects of BRISC on mental health (MH) and academic outcomes in a large, multi-site trial. In addition, the study sought to evaluate BRISC's feasibility and acceptability as well as efficiency."
